"","user_id","country","gender","device_type","test_group","converted","total_spent"
"","1039175","BRA","F","A","B","Yes","83.0800"
"","1048541","GBR","F","A","B","Yes","375.8000"
"","1038651","MEX","F","I","B","Yes","46.0600"
"","1045599","DEU","F","I","A","Yes","88.8862"
"","1028180","USA","M","A","B","Yes","38.8900"
"","1008910","USA","unknown","A","A","Yes","112.1400"
"","1002727","CAN","F","I","B","Yes","31.5900"
"","1042494","MEX","M","I","B","Yes","34.8100"
"","1038733","MEX","F","A","B","Yes","125.7809"
"","1047495","USA","F","A","A","Yes","29.1200"
"","1022986","USA","unknown","I","A","Yes","88.4000"
"","1041787","DEU","F","I","A","Yes","1659.4000"
"","1037611","MEX","F","A","B","Yes","23.1400"
"","1017563","TUR","M","I","A","Yes","15.5100"
"","1030934","USA","M","I","B","Yes","77.5100"
"","1006570","USA","M","A","A","Yes","15.1200"
"","1036452","DEU","M","I","A","Yes","138.8900"
"","1022263","FRA","unknown","I","A","Yes","119.3300"
"","1021607","GBR","M","I","A","Yes","111.9500"
"","1030059","USA","unknown","A","A","Yes","26.6800"
"","1032382","FRA","F","I","B","Yes","17.3500"
"","1019909","GBR","F","I","A","Yes","77.5200"
"","1014183","USA","F","A","B","Yes","247.9233"
"","1007049","unknown","F","A","A","Yes","74.4700"
"","1033380","USA","M","I","B","Yes","26.1000"
"","1005530","DEU","F","I","A","Yes","35.5700"
"","1027442","USA","F","I","B","Yes","73.1884"
"","1022519","BRA","M","I","B","Yes","27.6800"
"","1016839","FRA","M","I","A","Yes","91.9300"
"","1015499","USA","M","A","A","Yes","57.7300"
"","1007236","USA","M","I","A","Yes","63.3500"
"","1034161","USA","F","I","B","Yes","48.9000"
"","1019343","FRA","F","A","A","Yes","92.4000"
"","1016617","USA","M","I","B","Yes","69.5800"
"","1025285","USA","M","I","A","Yes","23.2300"
"","1000653","USA","M","I","A","Yes","61.8400"
"","1045900","GBR","O","A","B","Yes","92.7700"
"","1027437","BRA","F","A","A","Yes","31.9700"
"","1040876","DEU","F","I","A","Yes","34.7800"
"","1002492","BRA","F","A","A","Yes","188.9200"
"","1012896","USA","F","A","A","Yes","17.6300"
"","1040267","USA","F","I","A","Yes","74.2400"
"","1003766","USA","M","I","A","Yes","83.9700"
"","1001811","FRA","O","A","A","Yes","126.8600"
"","1028466","ESP","F","A","A","Yes","67.6400"
"","1026459","USA","unknown","A","B","Yes","67.5100"
"","1030201","BRA","unknown","I","B","Yes","315.8000"
"","1017925","USA","F","I","B","Yes","27.8900"
"","1007901","USA","F","A","A","Yes","47.3000"
"","1040303","USA","M","A","B","Yes","17.6400"
"","1027512","USA","F","A","B","Yes","135.6600"
"","1007351","BRA","O","I","B","Yes","85.4500"
"","1006421","USA","M","I","A","Yes","22.7400"
"","1000868","BRA","unknown","I","A","Yes","45.9200"
"","1044176","CAN","F","A","A","Yes","92.1000"
"","1010894","DEU","M","I","A","Yes","119.3300"
"","1046487","USA","unknown","I","A","Yes","41.6600"
"","1029872","USA","M","A","B","Yes","23.0000"
"","1037863","MEX","unknown","I","B","Yes","80.8200"
"","1044813","USA","F","A","A","Yes","111.9800"
"","1004990","TUR","M","","B","Yes","185.0436"
"","1047750","DEU","F","I","B","Yes","7.0200"
"","1043628","BRA","unknown","I","A","Yes","65.7800"
"","1007679","BRA","M","I","A","Yes","55.1500"
"","1026358","USA","unknown","I","A","Yes","93.4000"
"","1005712","FRA","unknown","I","A","Yes","162.6000"
"","1023126","USA","unknown","I","B","Yes","33.5800"
"","1040329","GBR","M","I","A","Yes","63.5100"
"","1023283","USA","F","A","B","Yes","52.7000"
"","1014895","USA","M","I","A","Yes","140.2400"
"","1001934","USA","M","A","A","Yes","105.2900"
"","1012339","TUR","F","I","A","Yes","84.2500"
"","1001975","USA","F","A","A","Yes","61.1000"
"","1045426","CAN","F","I","B","Yes","57.7300"
"","1048673","MEX","F","A","B","Yes","21.8900"
"","1004128","DEU","unknown","A","B","Yes","15.4600"
"","1015694","MEX","F","I","B","Yes","36.4600"
"","1035948","FRA","F","I","B","Yes","42.0300"
"","1037680","DEU","F","A","B","Yes","81.7700"
"","1042607","AUS","F","I","A","Yes","52.6100"
"","1045064","BRA","unknown","I","A","Yes","70.7000"
"","1000510","MEX","M","A","B","Yes","16.9200"
"","1003142","FRA","F","I","A","Yes","77.7100"
"","1047639","BRA","F","I","A","Yes","176.6700"
"","1045082","TUR","F","I","B","Yes","75.1600"
"","1034524","FRA","O","I","B","Yes","25.6100"
"","1006936","USA","O","I","B","Yes","40.2300"
"","1039260","USA","F","A","B","Yes","51.3900"
"","1033857","MEX","M","I","B","Yes","84.0300"
"","1015640","DEU","F","A","B","Yes","112.4900"
"","1047916","ESP","F","A","B","Yes","38.6300"
"","1042423","MEX","F","A","B","Yes","89.2400"
"","1008497","USA","M","A","B","Yes","38.8367"
"","1011371","USA","unknown","A","B","Yes","29.0500"
"","1024336","USA","M","A","B","Yes","22.0600"
"","1027166","MEX","F","I","A","Yes","121.8400"
"","1016032","BRA","F","A","A","Yes","14.7400"
"","1015933","DEU","M","I","A","Yes","52.9600"
"","1032330","USA","unknown","A","B","Yes","35.8300"
"","1018820","MEX","M","I","B","Yes","42.0000"
"","1038805","USA","unknown","A","B","Yes","22.1500"
"","1030647","USA","F","A","B","Yes","97.3300"
"","1027116","USA","unknown","I","B","Yes","93.0300"
"","1018602","MEX","F","I","A","Yes","31.0000"
"","1042884","USA","F","I","A","Yes","86.6500"
"","1016572","BRA","M","A","B","Yes","37.0800"
"","1008807","BRA","F","I","A","Yes","88.6000"
"","1042697","BRA","F","I","B","Yes","92.6400"
"","1007858","USA","F","I","B","Yes","33.4200"
"","1048557","USA","F","I","A","Yes","34.4500"
"","1019563","BRA","F","I","B","Yes","69.0900"
"","1021061","USA","M","A","B","Yes","48.4100"
"","1036805","GBR","F","A","A","Yes","62.0900"
"","1046778","USA","F","I","A","Yes","95.6200"
"","1041236","BRA","F","A","B","Yes","30.6200"
"","1007651","BRA","F","A","A","Yes","54.8170"
"","1023513","TUR","F","A","A","Yes","53.8200"
"","1005662","USA","F","I","B","Yes","58.1000"
"","1036624","USA","F","A","A","Yes","96.9600"
"","1009201","USA","F","A","A","Yes","157.1300"
"","1030986","TUR","F","I","B","Yes","59.5900"
"","1018321","USA","M","I","A","Yes","117.3900"
"","1017210","BRA","unknown","A","B","Yes","48.5400"
"","1009034","FRA","F","I","A","Yes","9.5800"
"","1006152","USA","unknown","A","A","Yes","61.5400"
"","1044238","BRA","F","I","A","Yes","109.8900"
"","1012822","USA","F","I","B","Yes","86.8800"
"","1020770","USA","F","I","B","Yes","39.2900"
"","1033328","USA","F","I","A","Yes","80.8800"
"","1030250","BRA","F","A","A","Yes","18.4700"
"","1037523","MEX","F","A","B","Yes","31.5500"
"","1004512","USA","M","A","B","Yes","49.1700"
"","1045773","BRA","F","A","A","Yes","16.4100"
"","1010867","CAN","F","A","A","Yes","223.6723"
"","1027465","BRA","unknown","A","B","Yes","38.1700"
"","1009595","MEX","unknown","I","B","Yes","56.7900"
"","1039750","USA","F","A","A","Yes","38.0400"
"","1046717","USA","F","A","B","Yes","28.1100"
"","1010769","TUR","F","A","B","Yes","60.7800"
"","1049225","BRA","F","I","A","Yes","28.9800"
"","1044387","USA","unknown","A","B","Yes","31.9900"
"","1022097","USA","M","A","B","Yes","27.9400"
"","1034225","USA","unknown","I","B","Yes","58.5300"
"","1006119","BRA","unknown","I","B","Yes","57.5000"
"","1015992","USA","F","A","A","Yes","142.6900"
"","1003011","MEX","unknown","A","A","Yes","18.9000"
"","1027584","TUR","F","I","A","Yes","56.6700"
"","1037672","BRA","M","I","B","Yes","14.6300"
"","1040886","USA","M","A","A","Yes","68.0200"
"","1010505","USA","F","I","A","Yes","58.4200"
"","1043573","TUR","F","A","B","Yes","97.6900"
"","1022824","BRA","F","I","A","Yes","128.8800"
"","1012099","BRA","F","A","A","Yes","155.5200"
"","1023027","USA","F","I","A","Yes","111.3800"
"","1025830","BRA","unknown","A","A","Yes","33.7600"
"","1039936","USA","M","A","B","Yes","95.4700"
"","1024548","DEU","F","A","B","Yes","45.1800"
"","1015258","USA","F","I","B","Yes","45.7400"
"","1049191","USA","F","I","A","Yes","74.2202"
"","1043533","AUS","M","I","B","Yes","85.7100"
"","1013110","USA","unknown","I","B","Yes","145.1100"
"","1029586","FRA","F","I","B","Yes","46.1500"
"","1032856","GBR","O","I","B","Yes","63.5300"
"","1043395","BRA","F","I","A","Yes","68.8400"
"","1009906","USA","M","I","A","Yes","111.6000"
"","1020275","TUR","F","I","B","Yes","134.4900"
"","1048373","USA","unknown","A","A","Yes","83.5200"
"","1046703","USA","unknown","A","A","Yes","33.9600"
"","1007908","FRA","F","I","A","Yes","52.2700"
"","1006290","ESP","F","I","B","Yes","215.9900"
"","1022762","CAN","F","A","B","Yes","15.0600"
"","1020763","USA","unknown","A","B","Yes","35.7700"
"","1043062","FRA","M","I","A","Yes","158.3600"
"","1032056","BRA","unknown","A","B","Yes","39.0400"
"","1047459","ESP","F","I","B","Yes","100.7200"
"","1049927","AUS","F","A","A","Yes","52.0300"
"","1037734","unknown","F","A","A","Yes","25.3500"
"","1026885","FRA","unknown","A","A","Yes","25.8752"
"","1044917","USA","unknown","I","B","Yes","31.0500"
"","1001767","MEX","F","A","B","Yes","52.4872"
"","1021155","MEX","F","I","B","Yes","18.3000"
"","1032380","USA","F","I","B","Yes","67.9200"
"","1045206","USA","F","A","A","Yes","13.0800"
"","1012788","ESP","F","A","A","Yes","13.3600"
"","1046443","TUR","unknown","A","A","Yes","72.3200"
"","1047807","ESP","F","A","A","Yes","55.2800"
"","1033360","USA","M","A","B","Yes","62.1800"
"","1026504","USA","unknown","I","A","Yes","5.4400"
"","1044735","USA","O","I","B","Yes","32.0700"
"","1032608","USA","F","A","A","Yes","98.8700"
"","1022253","BRA","M","I","A","Yes","103.0700"
"","1022815","DEU","M","I","B","Yes","103.4880"
"","1007403","USA","M","A","B","Yes","96.6200"
"","1001039","DEU","F","I","B","Yes","31.4500"
"","1030017","USA","unknown","A","A","Yes","114.3300"
"","1033863","USA","M","I","A","Yes","23.3100"
"","1009949","USA","M","A","A","Yes","45.5700"
"","1047738","USA","F","I","A","Yes","46.9400"
"","1046550","USA","M","A","B","Yes","37.9600"
"","1021860","BRA","M","I","A","Yes","77.2700"
"","1033075","USA","F","A","A","Yes","29.2000"
"","1029294","USA","F","A","B","Yes","36.1300"
"","1042216","BRA","O","A","A","Yes","36.4199"
"","1046097","USA","M","I","B","Yes","75.3700"
"","1006156","USA","M","A","B","Yes","77.3349"
"","1047128","USA","F","I","B","Yes","237.0075"
"","1016120","BRA","M","I","B","Yes","78.5600"
"","1044459","USA","F","A","A","Yes","99.2600"
"","1023134","TUR","F","A","B","Yes","90.6900"
"","1022767","unknown","M","A","B","Yes","45.4100"
"","1020643","TUR","F","A","A","Yes","128.9200"
"","1048862","USA","F","A","A","Yes","64.8000"
"","1037385","TUR","F","A","A","Yes","106.9200"
"","1042470","CAN","M","I","B","Yes","89.2500"
"","1023334","DEU","F","A","A","Yes","77.6800"
"","1016677","USA","F","I","B","Yes","49.2000"
"","1011169","BRA","M","I","B","Yes","98.3700"
"","1026173","BRA","F","A","B","Yes","17.0200"
"","1028610","USA","unknown","A","A","Yes","86.1428"
"","1018562","MEX","F","I","B","Yes","154.7022"
"","1030282","TUR","F","A","A","Yes","13.3600"
"","1009105","BRA","F","I","A","Yes","158.7700"
"","1048302","DEU","M","A","B","Yes","49.8516"
"","1035132","USA","M","A","B","Yes","217.7200"
"","1015333","BRA","M","I","A","Yes","41.1100"
"","1036075","BRA","M","I","A","Yes","136.4000"
"","1033117","USA","M","A","B","Yes","29.9291"
"","1041137","USA","unknown","A","A","Yes","135.9100"
"","1027519","USA","F","I","A","Yes","70.1700"
"","1019004","MEX","M","A","B","Yes","50.1800"
"","1002163","USA","F","A","A","Yes","274.2900"
"","1043539","FRA","M","I","B","Yes","38.7700"
"","1011210","BRA","M","I","B","Yes","19.8500"
"","1042864","BRA","F","","A","Yes","63.3500"
"","1022778","unknown","F","A","A","Yes","74.9100"
"","1032735","USA","F","I","A","Yes","166.0600"
"","1014920","FRA","F","I","A","Yes","92.3200"
"","1003914","ESP","F","I","B","Yes","93.9400"
"","1037494","ESP","F","A","A","Yes","125.9200"
"","1032588","USA","unknown","A","B","Yes","106.3200"
"","1017857","USA","M","I","B","Yes","159.6600"
"","1004828","BRA","M","A","B","Yes","33.6800"
"","1023957","BRA","F","I","B","Yes","7.5712"
"","1002977","unknown","M","A","A","Yes","27.4521"
"","1000200","USA","F","I","A","Yes","166.3200"
"","1049973","MEX","F","A","B","Yes","85.9300"
"","1029920","USA","F","I","A","Yes","34.9300"
"","1027837","USA","F","A","B","Yes","155.1500"
"","1048340","USA","M","A","B","Yes","67.9900"
"","1015971","USA","F","A","A","Yes","120.2000"
"","1047532","BRA","M","I","B","Yes","37.7000"
"","1030359","TUR","unknown","I","B","Yes","91.0900"
"","1038631","FRA","M","I","B","Yes","22.6700"
"","1012449","USA","M","I","B","Yes","18.7300"
"","1018575","ESP","unknown","I","B","Yes","121.3700"
"","1024440","USA","F","I","A","Yes","63.8000"
"","1000857","USA","F","I","A","Yes","8.3300"
"","1017725","GBR","M","A","B","Yes","101.8500"
"","1039304","ESP","unknown","A","A","Yes","42.3500"
"","1031188","TUR","F","A","A","Yes","92.7200"
"","1027300","BRA","F","A","A","Yes","43.8200"
"","1002873","DEU","F","I","B","Yes","92.7200"
"","1008908","USA","F","I","A","Yes","71.3800"
"","1006254","BRA","M","I","B","Yes","70.6500"
"","1005999","BRA","F","A","B","Yes","44.2900"
"","1035112","MEX","F","I","B","Yes","26.9500"
"","1037101","CAN","M","A","A","Yes","54.1451"
"","1022206","BRA","M","I","A","Yes","141.1800"
"","1001591","USA","F","A","A","Yes","76.7300"
"","1026693","BRA","M","I","B","Yes","26.4600"
"","1006774","USA","F","A","B","Yes","75.5100"
"","1003516","USA","unknown","A","B","Yes","61.7300"
"","1029052","USA","M","A","B","Yes","34.8400"
"","1002814","USA","F","I","B","Yes","78.8100"
"","1023352","FRA","F","I","A","Yes","31.8600"
"","1012193","TUR","F","A","A","Yes","69.5700"
"","1044775","AUS","M","A","B","Yes","62.5300"
"","1004843","BRA","unknown","A","B","Yes","144.7200"
"","1032823","MEX","F","I","B","Yes","51.3000"
"","1030480","BRA","F","I","B","Yes","21.4200"
"","1017600","MEX","F","A","B","Yes","53.1900"
"","1009242","ESP","F","I","B","Yes","88.9400"
"","1036575","USA","F","A","B","Yes","8.6900"
"","1017390","BRA","M","I","B","Yes","42.9400"
"","1001493","BRA","F","I","B","Yes","16.7800"
"","1049658","TUR","M","A","B","Yes","61.8600"
"","1047780","TUR","F","A","A","Yes","89.0700"
"","1007150","MEX","M","I","B","Yes","64.2000"
"","1046900","TUR","F","A","A","Yes","80.1400"
"","1020004","USA","unknown","I","A","Yes","118.6600"
"","1035018","MEX","F","I","B","Yes","188.9500"
"","1049616","USA","unknown","I","B","Yes","76.7565"
"","1041944","GBR","M","I","B","Yes","23.4900"
"","1027440","USA","M","I","B","Yes","51.9100"
"","1038588","GBR","F","I","A","Yes","13.1500"
"","1011746","BRA","F","A","B","Yes","154.2200"
"","1038848","USA","O","A","A","Yes","87.3400"
"","1002348","USA","M","I","A","Yes","26.6900"
"","1020099","USA","M","I","B","Yes","112.0100"
"","1002055","USA","F","I","B","Yes","28.7700"
"","1011478","BRA","F","A","A","Yes","188.3727"
"","1037159","TUR","unknown","I","B","Yes","54.4400"
"","1049819","GBR","F","I","A","Yes","25.9000"
"","1014733","CAN","O","A","A","Yes","36.1100"
"","1047622","USA","M","I","A","Yes","56.7500"
"","1047939","USA","unknown","A","B","Yes","26.9600"
"","1031703","USA","F","A","A","Yes","54.4400"
"","1020801","MEX","F","A","A","Yes","128.3700"
"","1019937","DEU","F","A","A","Yes","180.3800"
"","1043347","USA","unknown","I","A","Yes","35.2900"
"","1027461","BRA","M","I","B","Yes","24.7400"
"","1022116","unknown","F","A","B","Yes","34.6600"
"","1030292","USA","F","A","A","Yes","74.6500"
"","1031120","MEX","M","I","A","Yes","38.4800"
"","1022080","DEU","M","A","B","Yes","49.2300"
"","1017715","CAN","M","A","B","Yes","129.6200"
"","1026025","USA","M","I","A","Yes","91.3408"
"","1008476","USA","M","A","B","Yes","35.6000"
"","1011453","unknown","M","A","B","Yes","69.0900"
"","1012607","USA","F","A","B","Yes","12.1500"
"","1049048","USA","F","A","B","Yes","13.3600"
"","1046715","USA","unknown","A","B","Yes","44.7600"
"","1038387","USA","M","A","A","Yes","28.5000"
"","1032050","CAN","M","I","A","Yes","69.4600"
"","1008096","MEX","unknown","I","B","Yes","23.9400"
"","1037255","CAN","M","I","B","Yes","30.0400"
"","1011862","MEX","M","I","B","Yes","51.1400"
"","1039401","FRA","F","I","A","Yes","45.3000"
"","1030901","FRA","F","A","B","Yes","20.6700"
"","1029758","MEX","F","I","B","Yes","201.9600"
"","1011461","BRA","F","I","A","Yes","33.5000"
"","1033487","BRA","F","I","B","Yes","87.3600"
"","1037910","TUR","F","I","A","Yes","95.1200"
"","1015677","FRA","F","I","A","Yes","9.4800"
"","1041583","ESP","unknown","I","B","Yes","72.8300"
"","1028313","FRA","F","A","A","Yes","126.6000"
"","1013846","USA","F","A","A","Yes","74.8700"
"","1014608","USA","F","A","B","Yes","107.8900"
"","1009596","BRA","M","I","B","Yes","38.5200"
"","1008729","USA","F","A","B","Yes","20.9100"
"","1025708","MEX","unknown","A","A","Yes","137.4100"
"","1025321","BRA","M","A","B","Yes","107.2100"
"","1010452","USA","unknown","A","B","Yes","119.0400"
"","1045742","GBR","unknown","A","B","Yes","49.0500"
"","1003153","USA","M","A","B","Yes","79.7600"
"","1002998","USA","unknown","A","A","Yes","71.4800"
"","1022401","BRA","F","A","B","Yes","17.4500"
"","1034257","TUR","M","A","B","Yes","97.9200"
"","1019684","GBR","M","I","A","Yes","64.5300"
"","1005689","MEX","M","I","B","Yes","33.5200"
"","1019707","MEX","F","A","B","Yes","85.0500"
"","1048809","TUR","M","I","A","Yes","64.3800"
"","1003395","ESP","F","I","A","Yes","102.4400"
"","1010625","USA","F","A","B","Yes","116.4000"
"","1021595","USA","F","I","A","Yes","131.6100"
"","1023599","USA","F","I","A","Yes","79.9700"
"","1023770","USA","M","I","A","Yes","17.2200"
"","1011593","USA","F","I","B","Yes","73.3000"
"","1042891","USA","M","A","B","Yes","34.1000"
"","1044737","MEX","F","A","B","Yes","16.3800"
"","1038439","BRA","F","A","A","Yes","200.8900"
"","1022077","DEU","F","A","B","Yes","7.4900"
"","1007936","USA","F","I","B","Yes","55.2700"
"","1047709","CAN","unknown","A","A","Yes","144.4800"
"","1011858","BRA","F","I","B","Yes","58.0500"
"","1031098","FRA","M","A","B","Yes","47.9800"
"","1006417","GBR","unknown","I","B","Yes","58.1200"
"","1048808","USA","O","A","B","Yes","93.4400"
"","1039368","FRA","M","A","B","Yes","53.2200"
"","1037772","DEU","F","A","B","Yes","33.3400"
"","1044703","USA","M","A","B","Yes","68.4900"
"","1022510","TUR","unknown","A","A","Yes","109.0200"
"","1006280","DEU","F","I","A","Yes","72.3100"
"","1018719","TUR","M","A","B","Yes","46.7100"
"","1010627","BRA","F","A","B","Yes","33.5800"
"","1010502","CAN","F","A","A","Yes","26.6700"
"","1033347","FRA","M","I","B","Yes","38.1600"
"","1000945","ESP","M","I","A","Yes","41.0600"
"","1009476","USA","F","I","A","Yes","101.5600"
"","1017407","BRA","F","A","A","Yes","46.2300"
"","1003440","USA","F","I","B","Yes","172.9600"
"","1009672","MEX","M","A","B","Yes","101.1000"
"","1018155","MEX","unknown","I","B","Yes","32.2800"
"","1022237","GBR","unknown","I","B","Yes","237.7280"
"","1025404","FRA","M","I","A","Yes","149.9800"
"","1033250","BRA","F","I","A","Yes","168.8500"
"","1004013","USA","M","I","B","Yes","22.9800"
"","1020902","USA","F","A","B","Yes","32.1900"
"","1005676","MEX","F","A","A","Yes","60.1324"
"","1006679","TUR","unknown","I","B","Yes","42.5700"
"","1000863","ESP","M","I","A","Yes","45.9100"
"","1022917","FRA","M","I","B","Yes","56.8300"
"","1014234","USA","M","I","A","Yes","53.1700"
"","1017400","USA","F","A","B","Yes","107.9800"
"","1020890","USA","M","A","B","Yes","133.0300"
"","1014515","USA","M","I","B","Yes","139.7300"
"","1023987","USA","F","I","B","Yes","128.6600"
"","1038119","BRA","unknown","I","A","Yes","60.8300"
"","1036693","USA","F","A","B","Yes","88.9600"
"","1043491","USA","F","I","A","Yes","82.2100"
"","1010783","MEX","F","I","A","Yes","121.1800"
"","1034133","AUS","unknown","A","B","Yes","66.6000"
"","1009232","USA","unknown","I","A","Yes","454.2000"
"","1002572","BRA","F","A","B","Yes","50.5000"
"","1002937","FRA","F","A","A","Yes","29.1400"
"","1025877","USA","F","I","B","Yes","47.8800"
"","1033989","BRA","F","A","A","Yes","34.5400"
"","1017133","TUR","M","I","A","Yes","16.2800"
"","1026021","GBR","M","I","B","Yes","108.9500"
"","1022829","USA","F","A","B","Yes","10.0500"
"","1043811","MEX","F","A","B","Yes","8.5500"
"","1036749","BRA","F","A","B","Yes","24.5200"
"","1001090","USA","F","I","A","Yes","84.5100"
"","1027669","ESP","O","A","A","Yes","115.4000"
"","1026739","USA","unknown","I","B","Yes","97.3200"
"","1019805","GBR","M","I","B","Yes","131.6900"
"","1041273","USA","M","I","B","Yes","170.4900"
"","1022989","FRA","unknown","A","A","Yes","124.1200"
"","1036967","CAN","F","A","B","Yes","41.5300"
"","1004284","USA","unknown","I","B","Yes","77.2500"
"","1044812","USA","unknown","A","A","Yes","171.5000"
"","1009627","AUS","F","I","A","Yes","153.9400"
"","1008012","USA","M","I","A","Yes","23.9500"
"","1033470","USA","unknown","A","B","Yes","77.6100"
"","1045765","USA","M","A","B","Yes","60.2000"
"","1016200","USA","F","I","A","Yes","104.0500"
"","1008820","MEX","M","I","A","Yes","8.1900"
"","1009337","MEX","M","I","B","Yes","123.5000"
"","1018136","USA","F","A","B","Yes","67.3100"
"","1035542","ESP","F","I","B","Yes","60.5200"
"","1037406","BRA","F","A","B","Yes","9.8900"
"","1019989","BRA","M","I","B","Yes","80.5600"
"","1024676","BRA","F","I","B","Yes","37.4500"
"","1037136","USA","M","A","A","Yes","72.9600"
"","1046526","BRA","F","I","B","Yes","38.5500"
"","1004612","USA","F","A","B","Yes","27.6200"
"","1044992","unknown","F","I","B","Yes","139.3300"
"","1017150","unknown","F","A","A","Yes","23.6400"
"","1002316","USA","M","I","A","Yes","126.2500"
"","1015752","USA","F","I","A","Yes","46.0200"
"","1022103","FRA","F","I","A","Yes","94.9000"
"","1010091","USA","M","A","A","Yes","55.8300"
"","1023109","TUR","F","I","B","Yes","74.5100"
"","1047464","BRA","F","I","B","Yes","45.1700"
"","1037954","USA","F","I","B","Yes","60.1700"
"","1035115","DEU","M","I","B","Yes","1.4400"
"","1014964","MEX","F","I","A","Yes","195.2500"
"","1003519","GBR","M","A","B","Yes","37.9600"
"","1040816","USA","unknown","A","A","Yes","54.7500"
"","1035682","USA","M","A","A","Yes","95.1100"
"","1036615","USA","M","I","A","Yes","88.6100"
"","1028504","BRA","unknown","I","B","Yes","54.3400"
"","1033161","USA","F","A","A","Yes","134.0900"
"","1003347","USA","O","I","B","Yes","105.5100"
"","1026683","BRA","F","I","B","Yes","32.9300"
"","1015053","AUS","M","I","A","Yes","85.3300"
"","1037156","ESP","F","A","A","Yes","26.8900"
"","1014511","USA","M","I","B","Yes","154.9500"
"","1030844","DEU","unknown","I","B","Yes","33.7500"
"","1030218","USA","F","I","B","Yes","46.1300"
"","1039688","FRA","F","I","B","Yes","67.6300"
"","1039317","USA","unknown","I","A","Yes","24.9300"
"","1036126","USA","F","A","A","Yes","75.3100"
"","1004532","MEX","F","I","B","Yes","51.2000"
"","1042775","USA","O","A","A","Yes","45.5700"
"","1017694","USA","F","A","B","Yes","126.7800"
"","1045978","CAN","M","I","B","Yes","94.3900"
"","1002748","TUR","F","A","A","Yes","59.3300"
"","1000669","BRA","M","I","A","Yes","176.8300"
"","1003681","USA","unknown","A","B","Yes","22.5100"
"","1042953","USA","F","I","A","Yes","27.3400"
"","1027240","CAN","M","A","B","Yes","104.7300"
"","1026917","MEX","M","I","B","Yes","26.8500"
"","1042359","MEX","F","I","A","Yes","96.4400"
"","1044360","MEX","M","A","B","Yes","59.1746"
"","1036568","TUR","unknown","I","B","Yes","41.5800"
"","1000883","USA","M","A","A","Yes","65.1000"
"","1026601","unknown","M","A","B","Yes","108.2100"
"","1007838","MEX","F","A","A","Yes","80.6100"
"","1049010","MEX","F","I","A","Yes","44.6800"
"","1029358","TUR","F","I","A","Yes","9.0000"
"","1016536","GBR","F","I","B","Yes","50.4500"
"","1019110","BRA","M","A","A","Yes","67.4800"
"","1025481","USA","F","A","B","Yes","90.0600"
"","1007218","USA","F","A","B","Yes","87.9942"
"","1039062","GBR","M","I","A","Yes","127.8200"
"","1009288","BRA","F","I","B","Yes","1094.8000"
"","1000675","USA","M","A","B","Yes","68.3400"
"","1041018","USA","M","A","B","Yes","23.2800"
"","1020316","GBR","F","I","B","Yes","39.9100"
"","1017750","DEU","F","A","A","Yes","57.3200"
"","1045094","GBR","M","I","A","Yes","21.2000"
"","1014415","MEX","M","I","B","Yes","34.2600"
"","1035770","DEU","M","I","B","Yes","40.8100"
"","1019422","TUR","M","I","B","Yes","65.5700"
"","1034818","MEX","M","I","B","Yes","28.3400"
"","1006543","USA","F","I","A","Yes","11.3900"
"","1035289","FRA","F","A","B","Yes","96.5600"
"","1049062","CAN","F","A","A","Yes","33.6500"
"","1044533","USA","F","I","A","Yes","95.4100"
"","1022619","USA","F","A","B","Yes","61.5100"
"","1047092","MEX","M","I","A","Yes","27.1200"
"","1046167","USA","F","I","A","Yes","71.8700"
"","1011998","CAN","M","A","B","Yes","105.0300"
"","1008511","USA","unknown","I","B","Yes","48.1600"
"","1001833","BRA","F","A","B","Yes","111.0200"
"","1018564","FRA","F","A","B","Yes","23.7600"
"","1010396","CAN","F","A","A","Yes","143.8600"
"","1047635","DEU","F","A","B","Yes","125.3000"
"","1019256","USA","M","I","B","Yes","65.5100"
"","1014807","USA","F","I","B","Yes","78.1800"
"","1037839","USA","M","A","B","Yes","45.8000"
"","1015342","GBR","M","I","B","Yes","142.3500"
"","1008119","TUR","M","I","A","Yes","59.0100"
"","1037888","BRA","F","I","A","Yes","50.2400"
"","1042958","MEX","F","A","B","Yes","43.7000"
"","1047661","DEU","F","A","A","Yes","110.1692"
"","1013098","USA","F","A","B","Yes","60.1800"
"","1030319","TUR","F","I","B","Yes","148.0000"
"","1016879","CAN","F","A","A","Yes","68.4100"
"","1004743","MEX","F","A","B","Yes","71.8000"
"","1037000","USA","F","I","B","Yes","35.4900"
"","1020236","ESP","M","I","B","Yes","82.2300"
"","1021013","USA","F","A","B","Yes","40.7400"
"","1011233","BRA","F","I","B","Yes","48.1400"
"","1013944","USA","F","A","B","Yes","110.1500"
"","1045788","USA","F","I","A","Yes","10.9000"
"","1002430","CAN","M","A","B","Yes","38.9400"
"","1035047","GBR","F","A","A","Yes","54.0100"
"","1011857","GBR","M","I","B","Yes","76.3300"
"","1006830","USA","M","A","B","Yes","8.8100"
"","1021115","TUR","F","I","B","Yes","272.9715"
"","1035916","USA","F","A","B","Yes","49.4100"
"","1009599","BRA","F","I","B","Yes","86.3300"
"","1028218","ESP","unknown","A","B","Yes","71.2000"
"","1041346","USA","O","A","A","Yes","62.7000"
"","1011035","USA","unknown","A","A","Yes","106.6700"
"","1027505","USA","unknown","A","A","Yes","123.7200"
"","1009818","USA","F","I","B","Yes","39.8423"
